Destination Id,Hotel Name,Hotel ID,Star rating,Locality,Guest Reviews,Guest Review Rating,Hotel type,Price per night,Rooms left
846625,San Angel,1229808960,2.0,Atlixco,5,8.0,Guest house,MXN 900,2
846625,Hotel & Spa Villas Mariposas,1085463680,2.5,Atlixco,14,9.0,Hotel,"MXN 1,000",4
846625,Cabañas La Finca 1,1577156032,3.0,Atlixco,0,NA,Hotel,"MXN 1,016",2
846625,Hotel Vitorina,577200,2.5,Atlixco,63,8.0,Hotel,"MXN 1,134",2
846625,City Express Atlixco,745452672,3.0,Atlixco,129,8.4,Hotel,"MXN 1,155",0
846625,Cabañas la finca 2,1573546336,2.5,Atlixco,0,NA,Hotel,"MXN 1,250",1
846625,Soleil Inn Atlixco,471736,3.0,Atlixco,96,8.4,Hotel,"MXN 1,365",0
846625,Hacienda Santo Cristo Hotel & Spa - Adults Only,1143406272,4.0,Atlixco,26,9.8,Hotel,"MXN 1,588",1
846625,La Esmeralda en el Encanto Hotel Petit,622279456,3.5,Atlixco,82,8.4,Hotel,"MXN 1,590",4
846625,Río Tinto Hotel Boutique,738664480,3.5,Atlixco,19,7.0,Hotel,"MXN 1,634",1
846625,Hotel Casa de la Audiencia,1174778336,3.5,Atlixco,11,9.6,Hotel,"MXN 1,682",1
846625,Hacienda Xochicíhuatl,1560922656,2.5,Atlixco,0,NA,Hotel,"MXN 1,895",1
846625,Hotel Boutique La Rioja,1254927008,3.5,Atlixco,4,10.0,Hotel,"MXN 2,090",3
846625,Casa de descanso Atlixcuash,1186645280,2.5,Atlixco,0,NA,Guest house,"MXN 6,000",1
846625,Best Western Plus Puebla,209745,3.5,Puebla,214,7.8,Hotel,0,0
846625,Marriott Puebla Hotel Meson del Angel,141509,4.5,Puebla,283,9.0,Hotel,0,0
846625,Quinta Real Puebla,116343,4.0,Puebla,502,8.4,Hotel,0,0
846625,InterContinental Presidente Puebla,148797,4.0,Puebla,315,8.8,Hotel,0,0
846625,Courtyard by Marriott Puebla Las Animas,161514,4.0,Puebla,423,8.4,Hotel,0,0
846625,Holiday Inn Puebla La Noria,133999,3.5,Puebla,482,8.8,Hotel,0,0
846625,Hotel Palacio San Leonardo,170077,3.0,Puebla,198,8.4,Hotel,0,0
846625,Mesón Sacristía de la Compañía,256840,4.0,Puebla,33,8.2,Hotel,0,0
846625,El Sueño Hotel & Spa,215325,4.0,Puebla,67,9.4,Hotel,0,0
846625,Capital O Hacienda del Molino,217956,3.5,Puebla,35,8.4,Hotel,0,0
846625,Holiday Inn Express Puebla,217886,2.5,Puebla,384,9.0,Hotel,0,0
846625,City Express Puebla Centro,222574,2.0,Puebla,253,8.8,Hotel,0,0
846625,La Quinta Luna,263255,3.5,San Pedro Cholula,18,9.4,Hotel,0,0
846625,NH Puebla Centro Histórico,228103,4.0,Puebla,668,8.4,Hotel,0,0
846625,Casona de la China Poblana,248472,3.5,Puebla,35,9.2,Hotel,0,0
846625,Hotel San Pedro,339050,3.5,Puebla,106,7.0,Hotel,0,0
846625,Plaza Poblana,251242,3.5,Puebla,201,7.8,Hotel,0,0
846625,Fiesta Inn Puebla Finsa,249998,3.5,Puebla,161,9.0,Hotel,0,0
846625,Hotel Puente Real,678210,3.5,Puebla,64,9.0,Hotel,0,0
846625,Hotel del Portal Puebla,254285,2.5,Puebla,176,7.8,Hotel,0,0
846625,Misión Arcángel Puebla,346620,3.0,Puebla,70,8.6,Hotel,0,0
846625,La Purificadora,255261,4.0,Puebla,142,8.2,Hotel,0,0
846625,Holiday Inn Puebla Finsa,264360,3.0,Puebla,180,9.2,Hotel,0,0
846625,Estrella de Belem,269883,4.0,San Pedro Cholula,64,9.6,Hotel,0,0
846625,Hotel Villas Arqueológicas Cholula,270423,3.5,San Andrés Cholula,55,8.2,Hotel,0,0
846625,Hotel Imperial,273363,2.0,Puebla,17,7.4,Hotel,0,0
846625,Hotel Puebla Plaza,273902,2.5,Puebla,83,7.2,Hotel,0,0
846625,Hotel Boutique Casareyna,309568,4.0,Puebla,625,9.4,Hotel,0,0
846625,Puebla de Antaño Hotel,311626,3.5,Puebla,151,8.0,Hotel,0,0
846625,City Express Puebla Angelópolis,328504,2.0,Puebla,243,8.4,Hotel,0,0
846625,Casona San Antonio,323566,3.5,Puebla,60,9.2,Hotel,0,0
846625,Hotel San Angel,389219,2.5,Puebla,123,7.4,Hotel,0,0
846625,Hotel Casa De La Palma,374199,3.5,Puebla,2,7.0,Hotel,0,0
846625,Hotel Gilfer,476678,3.0,Puebla,189,8.4,Hotel,0,0
846625,Hotel Royalty,292080,3.0,Puebla,49,8.2,Hotel,0,0
846625,Camino Real Puebla Angelopolis,341132,3.5,San Andrés Cholula,677,7.6,Hotel,0,0
846625,Hotel Senorial,338937,4.0,Puebla,245,8.8,Hotel,0,0
846625,One Puebla Finsa,369931,3.0,Cuautlancingo,169,8.2,Hotel,0,0
846625,Hotel Casa del Callejon,356008,3.0,Puebla,23,7.2,Hotel,0,0
846625,Hotel Villa Florida,358001,3.0,San Andrés Cholula,71,8.8,Hotel,0,0
846625,Bed and Breakfast Puebla La Paz,365895,3.0,Puebla,0,NA,Hotel,0,0
846625,Maria Sofia,371420,3.0,San Pedro Cholula,13,8.0,Hotel,0,0
846625,Hotel La Alhondiga,378932,3.0,Puebla,31,6.0,Hotel,0,0
846625,OYO Hotel del Paseo,390499,3.0,Puebla,48,8.4,Hotel,0,0
846625,City Express Puebla FINSA,392868,3.0,Cuautlancingo,94,8.2,Hotel,0,0
846625,La Quinta by Wyndham Puebla Palmas Angelopolis,402266,3.0,San Andrés Cholula,762,8.8,Hotel,0,0
846625,Fiesta Inn Puebla Las Animas,404676,3.5,Puebla,279,9.0,Hotel,0,0
846625,Hotel Granada,481966,2.5,Puebla,45,7.6,Hotel,0,0
846625,Hotel de Talavera,413131,2.5,Puebla,101,6.2,Hotel,0,0
846625,Hotel Meson de San Sebastian,416996,3.0,Puebla,46,7.4,Hotel,0,0
846625,Descansería Hotel Business and Pleasure,436637,4.0,Puebla,163,9.2,Hotel,0,0
846625,"MM Grand Hotel Puebla, Tapestry Collection by Hilton",430393,4.0,Puebla,305,9.2,Hotel,0,0
846625,Hotel Casa de la Palma Travel,447188,2.5,Puebla,0,NA,Hotel,0,0
846625,Camino Real Hotel & Suites Puebla,448804,4.0,San Andrés Cholula,1436,7.2,Hotel,0,0
846625,City Express Junior Puebla FINSA,451151,3.0,Cuautlancingo,172,8.6,Hotel,0,0
846625,Holiday Inn Express Hotel & Suites Puebla Angelopolis,451684,2.5,San Andrés Cholula,396,9.2,Hotel,0,0
846625,Suites La Concordia,455245,3.5,Puebla,51,8.6,Apartments,0,0
846625,Puebla Inn Express,455810,3.0,Puebla,152,7.0,Hotel,0,0
846625,Capital O Valencia,457580,3.0,Puebla,36,7.6,Hotel,0,0
846625,Hotel Andante,457823,3.5,Puebla,63,9.2,Hotel,0,0
846625,Loa Inn Centro,468674,3.5,Puebla,277,8.6,Hotel,0,0
846625,Hotel Boutique Angelopolis and Business,473498,3.0,Puebla,7,6.0,Hotel,0,0
846625,Casa Calli Hotel Restaurante & Spa,476946,3.0,San Pedro Cholula,126,7.4,Hotel,0,0
846625,La Quinta Puebla,478568,3.0,Puebla,67,7.6,Hotel,0,0
846625,Hotel Condesa Americana,481619,2.0,Puebla,30,6.0,Hotel,0,0
846625,Collection O Al Otro Lado del Río,483637,3.0,Puebla,20,9.6,Hotel,0,0
846625,Meson Sacristia de la Soledad,484516,3.0,Puebla,21,9.6,Hotel,0,0
846625,City Suites Puebla FINSA,486119,3.0,Puebla,63,9.0,Hotel,0,0
846625,Hotel Lastra,487375,3.5,Puebla,100,8.4,Hotel,0,0
846625,Hotel Casa de Oración San José,505588,3.0,Puebla,32,8.2,Hotel,0,0
846625,Hotel Casa Abolengo,508568,2.5,Puebla,0,NA,Hotel,0,0
846625,Hotel Panamerican,525053,3.0,Puebla,274,8.4,Hotel,0,0
846625,La Huerta Golf & Hotel,517041,3.0,San Pedro Cholula,16,8.4,Hotel,0,0
846625,Cachito Mio,517044,3.0,San Pedro Cholula,11,8.2,Hotel,0,0
846625,Villahernan Hotel,700724,2.5,Puebla,31,7.8,Hotel,0,0
846625,Staybridge Suites Puebla,536163,3.0,Puebla,268,9.4,Aparthotel,0,0
846625,Casona María,537420,4.0,Puebla,186,9.2,Hotel,0,0
846625,Hotel Terraza San Pedrito,537437,3.0,San Pedro Cholula,70,7.2,Hotel,0,0
846625,Hacienda Rijo,542086,3.5,Tilapa,0,NA,Hotel,0,0
846625,Global Express Puebla,548297,3.0,Cuautlancingo,20,7.6,Hotel,0,0
846625,Xoxula by Inmense,553350,4.0,San Pedro Cholula,61,9.4,Hotel,0,0
846625,OYO Hotel Casona Poblana,557223,2.0,Puebla,40,8.0,Hostel,0,0
846625,OYO Hotel Santo Domingo,557224,2.0,Puebla,40,8.0,Hostel,0,0
846625,Leonora Hostal - Hostel,557725,3.0,Puebla,18,8.0,Hostel,0,0
846625,Gente de Más Hostel,557734,2.5,Puebla,42,8.2,Hostel,0,0
846625,Grand Fiesta Americana Puebla Angelópolis,423585856,4.5,Puebla,593,9.4,Hotel,0,0
846625,Nueva Luna,568357,3.5,Puebla,54,9.0,Hotel,0,0
846625,Hotel Real del Angel,568404,3.0,Huejotzingo,22,6.0,Hotel,0,0
846625,Hotel del Capitán de Puebla,568389,2.5,Puebla,29,9.2,Hotel,0,0
846625,Hotel del Capitán de Puebla Vitrales - Adults Only,568392,2.5,Puebla,8,8.6,Hotel,0,0
846625,Villas Magnolias,569418,3.0,San Andrés Cholula,122,9.2,Villas,0,0
846625,Hostal 1915,571564,3.0,Puebla,1,2.0,Hostal,0,0
846625,Hotel Xelhua,569440,3.5,San Pedro Cholula,66,7.6,Hotel,0,0
846625,Hotel Posada Señorial,573911,3.0,San Andrés Cholula,72,7.2,Hotel,0,0
846625,Metropoli Suites Ejecutivas,574618,3.0,Puebla,31,8.2,Aparthotel,0,0
846625,Hotel Leones,591467,3.0,Puebla,101,8.6,Hotel,0,0
846625,Small Luxury Hotel Azcami,592716,3.0,Puebla,6,8.0,Hotel,0,0
846625,Hit Hoteles Aeropuerto Puebla,593409,3.0,Huejotzingo,90,9.0,Hotel,0,0
846625,Hotel Posada XVII,593425,3.0,Puebla,17,9.0,Hotel,0,0
846625,Casa Shalom,492604736,2.5,Puebla,54,8.2,Guest house,0,0
846625,Hotel Aristos Puebla Aeropuerto,600515,3.0,Huejotzingo,4,5.6,Hotel,0,0
846625,Loa Inn Juarez,600899,3.5,Puebla,384,8.6,Hotel,0,0
846625,Casona de los Sapos Hotel Boutique,504388288,4.5,Puebla,50,9.8,Hotel,0,0
846625,Ikonik Hotel Puebla,507086528,3.5,Puebla,299,8.8,Hotel,0,0
846625,Hotel MS,618590,3.0,San Pedro Cholula,85,8.6,Hotel,0,0
846625,HOSTAL 307,619148,2.5,Puebla,7,7.4,Hotel,0,0
846625,Hotel Star Express,623109,3.0,Puebla,144,7.8,Hotel,0,0
846625,Hilton Garden Inn Puebla Angelópolis,637080,3.5,San Andrés Cholula,643,9.2,Hotel,0,0
846625,Suites 201,636235,2.5,Puebla,77,8.0,Hotel,0,0
846625,Hotel Central,636820,2.5,Puebla,65,7.6,Hotel,0,0
846625,Quinta Esencia Hotel Boutique,528183104,4.0,Puebla,141,8.6,Hotel,0,0
846625,Ramada Encore Puebla Mexico,532464352,3.5,Coronango,441,9.2,Hotel,0,0
846625,Azul Talavera Hotel,550485696,5.0,Puebla,196,9.4,Hotel,0,0
846625,Casa Rosa Gran Hotel Boutique,663480,3.0,Puebla,67,8.8,Hotel,0,0
846625,Hostal de San Pedro - Hostel,672667,2.0,San Pedro Cholula,4,9.6,Hostel,0,0
846625,Hotel Nube,678238,3.5,Puebla,18,9.2,Hotel,0,0
846625,NH Puebla Finsa,687798,3.5,Puebla,2,3.0,Hotel,0,0
846625,Crowne Plaza Puebla,581717632,4.0,Puebla,165,9.2,Hotel,0,0
846625,El Encanto,691433,3.5,Puebla,60,8.6,Hotel,0,0
846625,Hotel June,697357,2.5,Puebla,9,2.8,Hotel,0,0
846625,City Express Junior Puebla Angelópolis,701623,2.5,Puebla,271,8.2,Hotel,0,0
846625,One Puebla Serdan,611816416,3.0,Puebla,158,8.6,Hotel,0,0
846625,Cholula Rooms,621929440,3.0,San Pedro Cholula,3,7.4,Hotel,0,0
846625,Hotel Palace Puebla,629725504,3.0,Puebla,107,7.8,Hotel,0,0
846625,Hotel Posada Kenmar,631579584,3.0,Huejotzingo,26,7.8,Hotel,0,0
846625,Hotel El Cristo,639483200,2.5,San Pedro Cholula,38,8.4,Hotel,0,0
846625,Hotel 5 de Mayo,640425216,3.0,Puebla,408,9.2,Hotel,0,0
846625,Misión Puebla Angelópolis,650994656,4.0,Puebla,218,8.2,Hotel,0,0
846625,Hotel Frida,652774496,2.5,Puebla,104,8.2,Hotel,0,0
846625,Hotel Cartesiano Puebla,674373600,4.5,Puebla,197,9.6,Hotel,0,0
846625,Gente de más Bed & Breakfast,678695616,2.5,Puebla,19,7.6,Hotel,0,0
846625,Hotel Marques Del Angel,684447968,4.0,Puebla,95,9.4,Hotel,0,0
846625,Four Points By Sheraton Puebla,688115360,4.0,Puebla,647,9.2,Hotel,0,0
846625,Posada Vee Yuu - Hostel,690601344,2.0,Puebla,5,7.6,Hostel,0,0
846625,Posada Guadalupe,702238336,2.0,Puebla,59,8.4,Hotel,0,0
846625,Casa Maria Paz Hotel Boutique,702823040,3.5,Puebla,82,9.2,Hotel,0,0
846625,HOTEL REAL MALINTZI ZACATELCO,708705920,2.5,Zacatelco,17,6.0,Hotel,0,0
846625,HOTEL GALA,708725056,3.0,Puebla,124,8.2,Hotel,0,0
846625,Hotel Sofia,711762400,2.5,Puebla,34,8.2,Hotel,0,0
846625,HOTEL ELENA,712820192,3.0,Puebla,46,8.2,Hotel,0,0
846625,Mansion Azul Cholula,714076544,3.5,San Pedro Cholula,107,8.4,Hotel,0,0
846625,HERMOSA CASA EN CHOLULA PUEBLA,714108224,3.0,San Andrés Cholula,1,2.0,Guest house,0,0
846625,Hotel Plaza Las Fuentes,738706656,3.0,Puebla,29,8.4,Hotel,0,0
846625,HOTEL RIO,745435008,3.0,Puebla,46,7.2,Hotel,0,0
846625,Hotel Kapu,745463040,2.0,Puebla,15,7.8,Hotel,0,0
846625,La Casa Del Poblanito,768003872,2.5,Puebla,1,10.0,Hotel,0,0
846625,One Puebla Angelópolis Periférico,781553344,3.0,San Andrés Cholula,151,8.6,Hotel,0,0
846625,Collection O Milagro,781652384,3.0,Puebla,87,9.4,Hotel,0,0
846625,CASA ABOLENGO,849541376,2.5,Puebla,4,7.0,Hotel,0,0
846625,Hotel Rincón Poblano,866276576,3.0,Puebla,21,7.6,Hotel,0,0
846625,Hotel Boutique y Hostal Cocoyotla,870540480,2.0,San Pedro Cholula,1,2.0,Hostel,0,0
846625,Hotel Royal Puebla,883382528,2.5,Puebla,44,6.8,Hotel,0,0
846625,Fiesta Inn Express Puebla Explanada,884415936,3.0,San Pedro Cholula,80,9.0,Hotel,0,0
846625,Sonata Hotel,889811776,3.5,San Andrés Cholula,235,8.0,Hotel,0,0
846625,Urbania Hostels,924925632,1.5,Puebla,6,8.0,Hostel,0,0
846625,La mejor vista de Puebla,928103872,3.0,San Andrés Cholula,0,NA,Apartment,0,0
846625,Hotel Kyoto,939027584,2.5,Puebla,17,8.4,Hotel,0,0
846625,Hotel y Centro de Convenciones Cacaxtla,939519712,2.5,Tetlatlahuca,13,6.0,Hotel,0,0
846625,Kharma Suites,956196416,2.5,San Andrés Cholula,22,9.4,Hotel,0,0
846625,OYO Hotel Casa Paz Adentro,963797024,2.5,Cuautlancingo,4,6.6,Hotel,0,0
846625,Hotel la Loma,971040672,2.5,Tenancingo,2,4.0,Hotel,0,0
846625,Penthouse Loreta,975170912,2.5,San Andrés Cholula,0,NA,Apartment,0,0
846625,Mi Margarita Santa,1015208544,2.5,San Andrés Cholula,0,NA,Hotel,0,0
846625,Hotel Casa del Rio,1026539456,3.0,Santa Isabel Cholula,4,3.0,Hotel,0,0
846625,Hotel Boutique Casa Tzinari,1029629152,3.0,Puebla,0,NA,Hotel,0,0
